ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Type_of_order,Type_of_vehicle,Distance,Time_taken(min)
1F9F,CHENRES07DEL03,20,4.9,13.081878,80.248519,13.111878,80.278519,Snack ,2,4.656649028065795,22
A8D0,CHENRES16DEL02,36,5.0,13.049645,80.242268,13.099645,80.292268,Buffet ,2,7.7614224372753755,25
14FD,SURRES13DEL03,37,4.6,21.170096,72.789122,21.230096,72.849122,Buffet ,3,9.121519225895119,30
BDD6,BANGRES04DEL02,27,4.6,12.98041,77.640489,13.00041,77.660489,Buffet ,2,3.1050835221086417,23
3486,SURRES04DEL02,37,4.3,21.173493,72.801953,21.303493,72.931953,Snack ,2,19.76089839940378,36
6545,CHENRES12DEL02,30,4.8,12.972793,80.249982,13.022793,80.299982,Drinks ,1,7.762596264580148,23
5631,HYDRES18DEL03,35,4.8,17.450851,78.379347,17.540851,78.469347,Meal ,2,13.829314445199353,48
57B0,RANCHIRES18DEL02,37,4.9,23.351489,85.324253,23.481489,85.454253,Buffet ,2,19.61916749330441,41
855D,PUNERES09DEL01,24,4.9,18.536562,73.896485,18.606562,73.966485,Meal ,2,10.724960763776828,30
607B,INDORES010DEL03,24,4.6,22.75004,75.902847,22.84004,75.992847,Drinks ,2,13.611337814321281,19
1512,SURRES010DEL03,39,4.6,21.17106,72.789292,21.23106,72.849292,Meal ,3,9.121491544069729,15
2D72,MYSRES18DEL01,32,4.7,12.337928,76.617889,12.407928,76.687889,Meal ,3,10.880651848535559,25
DD49,GOARES15DEL03,35,4.7,15.51315,73.78346,15.57315,73.84346,Drinks ,2,9.264280986804865,26
A073,VADRES03DEL02,26,5.0,22.32,73.17,22.4,73.25,Snack ,3,12.11655916281721,28
10CB,MYSRES01DEL02,25,4.7,12.311072,76.654878,12.391072,76.734878,Snack ,1,12.43553817483687,29
529,COIMBRES09DEL03,29,4.6,11.008638,76.984311,11.038638,77.014311,Meal ,3,4.674280112157379,15
AD69,RANCHIRES18DEL03,25,5.0,23.351489,85.324253,23.381489,85.354253,Drinks ,2,4.528282400326011,21
56000000,MYSRES09DEL03,37,4.8,12.323194,76.630583,12.413194,76.720583,Buffet ,3,13.989532967705534,27
6005,INDORES04DEL03,34,4.8,22.753659,75.903365,22.813659,75.963365,Meal ,2,9.074573554008944,17
2221,MYSRES05DEL03,39,4.6,12.323978,76.627961,12.353978,76.657961,Snack ,2,4.663432201620595,18
3B01,MUMRES03DEL01,21,4.9,19.22384,72.841347,19.29384,72.911347,Meal ,2,10.704161271430332,24
AFE9,SURRES17DEL01,39,4.8,21.149569,72.772697,21.259569,72.882697,Buffet ,2,16.722548420715,45
49A0,HYDRES20DEL01,39,5.0,17.483216,78.552111,17.593216,78.662111,Drinks ,2,16.900616226154256,40
5193,MYSRES13DEL02,36,4.8,12.310972,76.659264,12.440972,76.789264,Drinks ,1,20.206808074128567,29
3F0F,CHENRES010DEL03,26,4.7,13.066762,80.251865,13.156762,80.341865,Buffet ,3,13.969535082204027,28
4897,INDORES15DEL01,36,4.0,22.760072,75.892574,22.830072,75.962574,Meal ,2,10.586595268060288,46
A6E1,MYSRES03DEL02,34,4.8,12.299524,76.64262,12.349524,76.69262,Drinks ,2,7.772596236164786,25
F7B,CHENRES08DEL02,34,5.0,13.022394,80.242439,13.072394,80.292439,Drinks ,2,7.761839422154042,25
A12E,BANGRES13DEL03,25,4.3,12.935662,77.61413,12.965662,77.64413,Buffet ,2,4.657987774595948,18
25F2,HYDRES13DEL01,21,4.2,17.431477,78.40035,17.541477,78.51035,Meal ,2,16.902909983695867,39
9BCD,BANGRES03DEL01,21,4.6,12.979166,77.640709,12.989166,77.650709,Snack ,3,1.5525607701091517,11
990D,CHENRES07DEL01,23,4.7,13.081878,80.248519,13.151878,80.318519,Snack ,2,10.865084189986677,23
1DF7,COIMBRES16DEL03,39,4.0,11.010375,76.95295,11.100375,77.04295,Drinks ,3,14.022096082518878,39
B3E3,BANGRES06DEL02,27,4.8,12.979096,77.640625,13.029096,77.690625,Buffet ,2,7.762500242365753,29
9F5D,BANGRES20DEL02,25,5.0,12.972161,77.596014,13.102161,77.726014,Meal ,3,20.181186875221297,20
2CC5,SURRES03DEL01,36,4.7,21.186884,72.793616,21.196884,72.803616,Meal ,2,1.5202925485985415,24
E034,GOARES16DEL01,25,4.9,15.498603,73.826911,15.538603,73.866911,Drinks ,3,6.176541436788837,10
78EC,BANGRES06DEL01,32,4.1,12.979096,77.640625,13.019096,77.680625,Buffet ,2,6.210061176100267,39
C7BD,DEHRES05DEL01,29,4.9,30.346994,78.062543,30.416994,78.132543,Buffet ,2,10.279728368312055,35
6086,COIMBRES15DEL01,39,4.6,11.006686,76.951736,11.016686,76.961736,Snack ,2,1.5581244322254744,26
86F5,MUMRES08DEL02,35,4.5,19.065838,72.832658,19.115838,72.882658,Drinks ,2,7.6495063183287915,28
14EE,RANCHIRES010DEL02,26,4.8,23.354422,85.3329,23.374422,85.3529,Drinks ,2,3.0188764660307563,20
3826,CHENRES01DEL02,25,4.8,13.005801,80.250744,13.025801,80.270744,Snack ,2,3.1049287712304117,10
DF6C,LUDHRES01DEL02,36,5.0,30.873988,75.842739,31.003988,75.972739,Meal ,2,19.044189514363698,27
3697,HYDRES11DEL02,29,4.2,17.430448,78.418213,17.480448,78.468213,Drinks ,2,7.683765443180289,47
4029,RANCHIRES16DEL02,39,4.6,23.371292,85.327872,23.391292,85.347872,Snack ,2,3.0187008024382194,27
3FC2,PUNERES11DEL03,27,3.5,18.533811,73.899315,18.593811,73.959315,Drinks ,2,9.193021332844554,51
A1D8,JAPRES05DEL01,33,4.7,26.905287,75.794592,26.915287,75.804592,Drinks ,2,1.4898285870179706,24
875E,BANGRES12DEL03,38,4.1,12.939496,77.625999,13.029496,77.715999,Buffet ,1,13.973037056670602,39
7080,MYSRES12DEL02,27,5.0,12.284747,76.625861,12.304747,76.645861,Snack ,2,3.1092107394969077,25
DF2E,KOLRES11DEL03,21,4.8,22.577821,88.400581,22.607821,88.430581,Snack ,2,4.540192983958517,21
5015,RANCHIRES15DEL03,32,5.0,23.369746,85.33982,23.429746,85.39982,Meal ,3,9.055525276451307,18
7036,JAPRES19DEL01,27,4.7,26.913726,75.75282,26.983726,75.82282,Drinks ,2,10.427225702895106,15
DC08,KOCRES12DEL03,31,4.1,9.988483,76.295211,10.078483,76.385211,Meal ,2,14.044994047947716,41
9C67,PUNERES03DEL03,25,4.9,18.554382,73.798206,18.584382,73.828206,Buffet ,3,4.596439723177665,10
917C,PUNERES08DEL03,29,4.1,18.53408,73.89852,18.59408,73.95852,Buffet ,2,9.193014472266961,51
C2C6,LUDHRES06DEL03,39,3.7,30.895204,75.822103,31.035204,75.962103,Meal ,1,20.50674159208123,34
1959,MUMRES09DEL01,37,4.7,18.994049,72.825203,19.034049,72.865203,Buffet ,3,6.120941769502897,34
27CE,COIMBRES20DEL03,23,4.8,10.994136,76.963303,11.054136,77.023303,Drinks ,2,9.348552276072713,28
1C08,SURRES11DEL01,23,4.3,21.157735,72.768778,21.227735,72.838778,Drinks ,3,10.642018863256986,34
4577,INDORES02DEL02,30,4.3,22.651847,75.881991,22.781847,76.011991,Drinks ,2,19.66599261171412,37
A25C,MUMRES09DEL02,29,4.5,18.994049,72.825203,19.124049,72.955203,Buffet ,2,19.890514223034963,12
555C,INDORES03DEL01,39,4.1,22.751857,75.866699,22.861857,75.976699,Buffet ,2,16.63541627418215,35
2ED3,JAPRES19DEL02,36,5.0,26.913726,75.75282,27.043726,75.88282,Drinks ,2,19.362561679297382,47
3DEC,VADRES01DEL03,31,4.0,22.307898,73.167788,22.367898,73.227788,Drinks ,2,9.088084092164259,36
1696,JAPRES14DEL01,20,4.8,26.88842,75.800689,26.95842,75.870689,Buffet ,1,10.428262034058305,12
1217,PUNERES010DEL01,21,4.7,18.539299,73.897902,18.549299,73.907902,Meal ,2,1.5322531674035038,15
E1BE,KOCRES01DEL02,27,5.0,9.979363,76.285001,10.059363,76.365001,Snack ,3,12.48470710194412,36
BC46,MUMRES08DEL02,34,5.0,19.065838,72.832658,19.145838,72.912658,Meal ,2,12.238686345324815,25
3DE1,PUNERES17DEL01,29,4.6,18.530963,73.828972,18.600963,73.898972,Buffet ,2,10.725127399399225,27
1679,MUMRES02DEL01,31,4.6,19.221315,72.862381,19.261315,72.902381,Drinks ,2,6.116971669682334,40
41D0,COIMBRES08DEL02,31,4.8,11.001852,76.976268,11.021852,76.996268,Snack ,2,3.1162479956299673,30
DF83,KOCRES08DEL03,30,4.9,9.985497,76.276999,10.015497,76.306999,Buffet ,2,4.681899308305642,24
7416,CHENRES010DEL01,34,4.6,13.066762,80.251865,13.076762,80.261865,Meal ,2,1.5522933461661421,43
AC14,RANCHIRES17DEL01,29,4.3,23.374878,85.335739,23.484878,85.445739,Drinks ,1,16.600066636057477,35
1DBC,JAPRES07DEL02,20,4.9,26.766536,75.837333,26.896536,75.967333,Drinks ,3,19.37374583495492,25
2386,VADRES20DEL01,21,4.7,22.311358,73.164798,22.381358,73.234798,Meal ,2,10.602467987619507,33
2504,BANGRES18DEL03,20,5.0,12.913041,77.683237,12.943041,77.713237,Meal ,1,4.65819360783491,21
B139,COIMBRES11DEL02,28,4.8,11.001753,76.986241,11.021753,77.006241,Buffet ,3,3.1162485097900614,14
9B21,INDORES07DEL03,38,4.9,22.722634,75.886959,22.782634,75.946959,Buffet ,1,9.075521306663484,29
7DC3,MYSRES19DEL01,25,5.0,12.334022,76.618203,12.444022,76.728203,Drinks ,2,17.097651549864548,47
5E5A,MUMRES04DEL03,26,4.5,19.254567,72.848923,19.314567,72.908923,Buffet ,3,9.17431677402621,28
6938,VADRES11DEL01,37,4.5,22.308096,73.167753,22.378096,73.237753,Meal ,3,10.602582382472562,44
D144,ALHRES13DEL03,20,4.8,25.451646,81.832796,25.481646,81.862796,Meal ,2,4.494257828686078,18
E178,DEHRES07DEL01,35,4.6,30.362686,78.06889,30.372686,78.07889,Snack ,2,1.4686244307352296,27
490,COIMBRES03DEL02,50,6.0,11.025083,77.015393,11.105083,77.095393,Buffet ,1,12.463883024166657,11
F21,COIMBRES20DEL01,34,4.4,10.994136,76.963303,11.034136,77.003303,Buffet ,3,6.232472211118879,32
78CD,VADRES19DEL03,30,5.0,22.311844,73.165081,22.341844,73.195081,Meal ,2,4.544208221887867,21
19D9,RANCHIRES04DEL03,22,4.8,23.359033,85.325347,23.419033,85.385347,Buffet ,3,9.05586019430546,16
5212,COIMBRES01DEL01,39,4.0,11.016298,76.972076,11.126298,77.082076,Drinks ,2,17.137660049154135,42
3639,CHENRES15DEL02,28,4.9,13.026286,80.275235,13.076286,80.325235,Snack ,3,7.761779919073711,19
60D5,INDORES16DEL02,33,4.8,22.744648,75.894377,22.794648,75.944377,Buffet ,3,7.562501497648588,16
DD24,DEHRES09DEL01,22,4.6,30.332735,78.054222,30.442735,78.164222,Meal ,3,16.153452506169636,32
220000000,HYDRES05DEL01,36,4.5,17.433809,78.386744,17.503809,78.456744,Buffet ,3,10.756895455613911,39
A39,PUNERES03DEL03,29,4.6,18.554382,73.798206,18.584382,73.828206,Snack ,3,4.596439723177665,16
696D,JAPRES14DEL03,33,4.8,26.88842,75.800689,26.94842,75.860689,Buffet ,1,8.938685874463816,27
DF7F,LUDHRES04DEL02,21,4.2,30.914057,75.83982,31.044057,75.96982,Snack ,3,19.04080424592517,37
B533,MUMRES02DEL02,26,4.5,19.221315,72.862381,19.271315,72.912381,Buffet ,3,7.64610474832152,21
8FEF,JAPRES19DEL01,37,4.7,26.913726,75.75282,27.023726,75.86282,Meal ,2,16.384351156454095,39
33000000,COIMBRES06DEL02,22,4.5,11.021278,76.995017,11.151278,77.125017,Snack ,2,20.253088868519526,16
8C19,CHENRES05DEL02,28,4.2,13.058616,80.264151,13.108616,80.314151,Meal ,2,7.761284984440735,49
9DE5,SURRES17DEL01,24,4.9,21.149569,72.772697,21.159569,72.782697,Meal ,3,1.5204709334108633,16
8BAA,JAPRES13DEL01,27,4.9,26.846156,75.8023,26.856156,75.8123,Drinks ,3,1.4901739564930154,17
8D25,JAPRES18DEL01,27,4.8,26.913987,75.752891,27.023987,75.862891,Buffet ,3,16.384334344092046,25
884E,PUNERES19DEL03,28,4.7,18.563934,73.915367,18.653934,74.005367,Drinks ,3,13.787803344501583,26
4424,PUNERES05DEL01,22,5.0,18.543626,73.905101,18.653626,74.015101,Buffet ,2,16.852241972645785,20
707F,MYSRES18DEL01,34,4.8,12.337928,76.617889,12.377928,76.657889,Snack ,2,6.217689735000026,33
749A,HYDRES14DEL01,30,4.9,17.426228,78.407495,17.536228,78.517495,Snack ,2,16.90314234117986,22
BD3A,BANGRES11DEL03,20,4.5,12.934365,77.616155,12.994365,77.676155,Meal ,2,9.315725653468126,12
5CB7,COIMBRES03DEL02,30,4.9,11.025083,77.015393,11.155083,77.145393,Snack ,2,20.252959556511744,22
70BE,VADRES01DEL02,31,4.8,22.307898,73.167788,22.357898,73.217788,Buffet ,3,7.5735286916855555,30
2033,MYSRES09DEL01,37,4.9,12.323194,76.630583,12.433194,76.740583,Snack ,2,17.09799793130139,30
7790,CHENRES15DEL01,26,4.6,13.026286,80.275235,13.096286,80.345235,Meal ,2,10.86627754255923,39
1FE9,RANCHIRES18DEL02,33,4.1,23.351489,85.324253,23.401489,85.374253,Buffet ,2,7.546876906900249,39
FCC,JAPRES08DEL02,25,4.6,26.910262,75.783013,26.930262,75.803013,Buffet ,2,2.9795405223586338,14
172C,VADRES010DEL02,38,4.1,22.310329,73.169083,22.330329,73.189083,Meal ,3,3.0295373875696914,35
B0FF,HYDRES05DEL01,24,4.7,17.433809,78.386744,17.543809,78.496744,Meal ,2,16.902806732498032,25
3B17,INDORES16DEL03,38,4.9,22.744648,75.894377,22.774648,75.924377,Buffet ,3,4.537653689675139,31
78C5,COIMBRES05DEL03,39,4.7,11.022169,76.999594,11.052169,77.029594,Buffet ,2,4.674174529063472,26
809D,INDORES19DEL01,34,5.0,22.745536,75.893106,22.855536,76.003106,Drinks ,2,16.635770753608572,42
B4D5,INDORES17DEL03,21,4.5,22.761226,75.887522,22.821226,75.947522,Buffet ,2,9.07434222926449,17
65D3,RANCHIRES05DEL01,35,4.8,23.355164,85.324097,23.365164,85.334097,Snack ,1,1.509460397835505,27
6B6F,INDORES010DEL01,30,5.0,22.75004,75.902847,22.76004,75.912847,Buffet ,3,1.5125746930783428,17
5AA9,SURRES03DEL02,30,4.4,21.186884,72.793616,21.316884,72.923616,Drinks ,3,19.760063712198686,48
8BE,SURRES06DEL02,29,4.6,21.185047,72.80859,21.205047,72.82859,Snack ,2,3.040554821797033,26
9EBF,HYDRES16DEL01,34,4.6,17.440827,78.393391,17.510827,78.463391,Meal ,2,10.756697879102619,25
66FD,HYDRES02DEL01,22,4.5,17.41233,78.449654,17.45233,78.489654,Snack ,3,6.147383751705428,14
11CD,RANCHIRES04DEL02,28,4.8,23.359033,85.325347,23.439033,85.405347,Buffet ,2,12.074063090452917,21
89BA,MUMRES07DEL02,36,4.4,19.091458,72.827808,19.111458,72.847808,Drinks ,3,3.0597099613184353,32
41CC,COIMBRES18DEL02,27,4.9,11.02091,76.940432,11.15091,77.070432,Drinks ,2,20.253101372632372,18
300000,VADRES19DEL01,35,4.8,22.311844,73.165081,22.321844,73.175081,Meal ,1,1.5147861398649296,25
C92F,BHPRES18DEL01,26,4.6,23.234631,77.401663,23.304631,77.471663,Meal ,1,10.569514785453704,15
7ACB,SURRES01DEL01,35,4.8,21.186438,72.794115,21.226438,72.834115,Snack ,3,6.080891507842322,29
A286,RANCHIRES20DEL02,36,4.6,23.39925,85.390464,23.47925,85.470464,Buffet ,3,12.072385194581402,30
A38A,VADRES20DEL01,36,4.7,22.311358,73.164798,22.351358,73.204798,Meal ,2,6.058853851669116,32
B645,HYDRES15DEL02,39,4.9,17.45971,78.368855,17.50971,78.418855,Buffet ,2,7.683177078354373,34
AFCE,INDORES010DEL02,28,4.7,22.75004,75.902847,22.80004,75.952847,Meal ,3,7.562364213495008,16
3D83,SURRES15DEL02,21,4.6,21.160522,72.771477,21.240522,72.851477,Drinks ,2,12.162009006258286,22
31FB,JAPRES06DEL02,28,5.0,26.911927,75.797282,26.991927,75.877282,Buffet ,1,11.916679298853882,18
ADEC,INDORES12DEL01,38,4.6,22.74806,75.8934,22.75806,75.9034,Buffet ,2,1.5125847685793798,26
A7B6,HYDRES03DEL01,33,4.9,17.422819,78.449578,17.462819,78.489578,Buffet ,3,6.147215320061788,28
28B3,MYSRES08DEL02,21,4.4,12.297954,76.665169,12.317954,76.685169,Buffet ,2,3.1091344143312862,18
1153,MYSRES11DEL01,29,4.6,12.323225,76.630028,12.333225,76.640028,Snack ,2,1.554508559519504,25
A35D,INDORES17DEL02,26,4.6,22.761226,75.887522,22.841226,75.967522,Snack ,2,12.098714903153645,21
6811,INDORES04DEL02,32,4.8,22.753659,75.903365,22.773659,75.923365,Meal ,3,3.025061641856169,20
AB54,BANGRES16DEL02,33,3.8,13.029198,77.570997,13.109198,77.650997,Drinks ,2,12.418408999826822,34
8A0E,JAPRES01DEL02,35,4.9,26.90519,75.810753,26.92519,75.830753,Buffet ,2,2.979599835600764,24
B71D,BANGRES15DEL02,30,4.7,12.975377,77.696664,12.995377,77.716664,Meal ,3,3.1051141624973875,20
AAB7,CHENRES15DEL02,25,4.8,13.026286,80.275235,13.076286,80.325235,Buffet ,2,7.761779919073711,29
7CF4,BANGRES20DEL03,35,4.7,12.972161,77.596014,13.002161,77.626014,Meal ,2,4.6576549370601725,16
314C,MUMRES20DEL01,20,4.9,19.103249,72.846749,19.143249,72.886749,Snack ,2,6.119039466469951,22
2281,MUMRES01DEL03,32,4.5,19.12663,72.829976,19.21663,72.919976,Buffet ,2,13.765934616154562,27
4A85,CHENRES16DEL03,37,4.4,13.049645,80.242268,13.109645,80.302268,Buffet ,2,9.313614929815012,33
A529,BANGRES01DEL01,27,4.5,12.933284,77.615428,12.973284,77.655428,Snack ,2,6.2106184931214035,24
610B,COIMBRES16DEL02,32,4.6,11.010375,76.95295,11.060375,77.00295,Drinks ,2,7.790314135591859,27
E231,AURGRES14DEL01,26,4.6,19.875016,75.322405,19.915016,75.362405,Buffet ,3,6.10531621082431,21
DC90,KOLRES02DEL02,37,4.6,22.514585,88.39331,22.644585,88.52331,Meal ,2,19.67503658027405,27
24AD,INDORES16DEL01,24,4.7,22.744648,75.894377,22.754648,75.904377,Meal ,3,1.5126021292430178,16
7639,CHENRES08DEL01,23,4.9,13.022394,80.242439,13.092394,80.312439,Snack ,3,10.866360907886408,16
D68B,KOCRES16DEL02,20,4.8,10.003064,76.307589,10.023064,76.327589,Buffet ,2,3.121206743986265,24
4078,CHENRES15DEL03,21,4.6,13.026286,80.275235,13.116286,80.365235,Drinks ,3,13.97065239831014,13
C4DC,DEHRES04DEL03,33,4.1,30.340722,78.060221,30.480722,78.200221,Drinks ,3,20.556873469392375,33
5EE3,INDORES04DEL01,23,4.7,22.753659,75.903365,22.793659,75.943365,Snack ,2,6.049919555217586,28
1C5F,CHENRES12DEL01,29,5.0,12.972793,80.249982,13.082793,80.359982,Snack ,2,17.07670421054038,31
B22C,MUMRES03DEL01,33,4.9,19.22384,72.841347,19.33384,72.951347,Drinks ,2,16.819856608097247,50
9D2C,COIMBRES04DEL02,32,3.8,11.024839,77.007003,11.154839,77.137003,Buffet ,2,20.252967850083056,43
220D,MUMRES02DEL02,22,5.0,19.221315,72.862381,19.351315,72.992381,Snack ,2,19.877584031408645,22
4FDB,SURRES16DEL02,36,4.3,21.160437,72.774209,21.240437,72.854209,Drinks ,1,12.162012260678955,40
95000,RANCHIRES15DEL01,20,4.9,23.369746,85.33982,23.479746,85.44982,Meal ,2,16.600361127912656,38
74CF,RANCHIRES01DEL02,38,4.7,23.416792,85.316842,23.466792,85.366842,Drinks ,2,7.545174704993206,41
3B55,MYSRES07DEL02,29,4.5,12.325461,76.632278,12.455461,76.762278,Snack ,2,20.206260324074304,29
60DC,INDORES12DEL02,27,4.7,22.74806,75.8934,22.87806,76.0234,Drinks ,3,19.65962528368427,29
CC75,AURGRES14DEL02,33,4.9,19.875016,75.322405,20.005016,75.452405,Buffet ,2,19.83962567958235,43
3807,BANGRES08DEL03,24,4.8,12.906229,77.596791,12.966229,77.656791,Buffet ,2,9.316238098535406,30
508E,CHENRES19DEL03,31,4.8,12.986047,80.218114,13.016047,80.248114,Buffet ,2,4.657528074267875,25
2DA3,JAPRES06DEL03,20,4.7,26.911927,75.797282,27.001927,75.887282,Meal ,2,13.406000552536867,32
975,JAPRES15DEL03,30,4.6,26.891191,75.802083,26.981191,75.892083,Snack ,2,13.407092693002484,52
52C6,PUNERES02DEL02,38,4.9,18.55144,73.804855,18.63144,73.884855,Buffet ,2,12.256421318543588,27
740A,PUNERES11DEL01,27,4.9,18.533811,73.899315,18.603811,73.969315,Buffet ,2,10.72504264384306,24
56D0,MUMRES19DEL03,38,4.6,19.131141,72.813074,19.16114,72.843074,Snack ,2,4.588898780683796,29
53B7,RANCHIRES01DEL03,20,5.0,23.416792,85.316842,23.446792,85.346842,Drinks ,3,4.527261449200724,26
E17A,DEHRES06DEL03,24,4.9,30.361281,78.068022,30.501281,78.208022,Buffet ,2,20.555026364273903,19
E05B,BHPRES01DEL02,29,4.8,23.211529,77.419399,23.291529,77.499399,Meal ,3,12.080196181742092,11
6F35,CHENRES09DEL02,34,4.7,13.044694,80.26147,13.064694,80.28147,Buffet ,3,3.1046911695399038,19
1AEC,RANCHIRES11DEL02,37,4.8,23.359194,85.325447,23.379194,85.345447,Drinks ,2,3.01882678715419,16
2D92,HYDRES01DEL01,36,4.9,17.410371,78.437225,17.520371,78.547225,Drinks ,3,16.903843893839564,16
2825,MUMRES18DEL03,36,4.6,19.1093,72.825451,19.1393,72.855451,Drinks ,3,4.589265860691712,25
236C,MYSRES15DEL01,39,4.6,12.352058,76.60665,12.362058,76.61665,Buffet ,2,1.554424975889475,18
C68B,DEHRES13DEL03,23,4.9,30.366322,78.070453,30.396322,78.100453,Buffet ,3,4.405611015774126,26
20BD,PUNERES01DEL02,30,4.2,18.569156,73.774723,18.699156,73.904723,Drinks ,3,19.91431676645955,48
5CD2,MUMRES13DEL03,21,4.6,19.178321,72.834715,19.238321,72.894715,Snack ,2,9.17632585467143,17
A454,SURRES16DEL02,37,4.7,21.160437,72.774209,21.180437,72.794209,Drinks ,3,3.0407902113990954,29
8000000,PUNERES14DEL01,30,4.8,18.516216,73.842527,18.526216,73.852527,Meal ,2,1.5323511358881128,27
6761,PUNERES02DEL03,33,4.6,18.55144,73.804855,18.61144,73.864855,Drinks ,2,9.192571532077613,25
50EA,CHENRES17DEL02,24,4.5,13.045479,80.23311,13.125479,80.31311,Drinks ,3,12.418009922382469,15
60C8,CHENRES18DEL02,30,4.6,12.981615,80.231598,13.031615,80.281598,Drinks ,2,7.762461854550194,22
C43E,GOARES17DEL03,35,4.9,15.496162,73.825364,15.556162,73.885364,Meal ,3,9.264648568906685,26
DEDA,LUDHRES11DEL02,35,4.2,30.893081,75.821495,30.973081,75.901495,Buffet ,2,11.719809740060413,31
3477,HYDRES11DEL03,23,4.8,17.430448,78.418213,17.490448,78.478213,Buffet ,2,9.220397882984718,29
D844,KOLRES04DEL01,22,4.8,22.538731,88.364878,22.578731,88.404878,Drinks ,1,6.05427982306133,16
D4E6,DEHRES08DEL02,26,4.9,30.359722,78.067079,30.379722,78.087079,Snack ,1,2.9372227514154003,13
5826,HYDRES15DEL03,24,4.9,17.45971,78.368855,17.54971,78.458855,Drinks ,2,13.828993309155415,24
5ED6,SURRES14DEL01,28,4.7,21.157729,72.768726,21.197729,72.808726,Meal ,2,6.081440911759753,29
D9C1,ALHRES01DEL03,39,4.7,25.454648,81.834502,25.514648,81.894502,Drinks ,2,8.987911213313865,25
1D37,JAPRES17DEL03,30,3.5,26.892312,75.806896,26.982312,75.896896,Buffet ,2,13.407033668284814,39
6A9D,BANGRES15DEL01,29,4.8,12.975377,77.696664,13.015377,77.736664,Meal ,2,6.210106489026999,23
B64F,MYSRES13DEL03,37,4.7,12.310972,76.659264,12.340972,76.689264,Meal ,2,4.663545220952835,16
97AD,SURRES01DEL03,20,4.8,21.186438,72.794115,21.276438,72.884115,Buffet ,3,13.680927409309072,24
8AA0,RANCHIRES18DEL02,38,4.5,23.351489,85.324253,23.481489,85.454253,Meal ,2,19.61916749330441,26
45C9,RANCHIRES01DEL03,39,4.9,23.416792,85.316842,23.506792,85.406842,Drinks ,2,13.580373876280879,38
CC25,KOCRES20DEL02,37,4.8,9.979186,76.317361,10.109186,76.447361,Snack ,2,20.286882109878903,46
3F2,BANGRES02DEL02,15,1.0,12.970221,77.645396,13.050221,77.725396,Drinks ,1,12.41985066025277,20
A125,MUMRES14DEL02,24,4.5,19.1813,72.836191,19.2613,72.916191,Buffet ,2,12.234645517155796,29
4B3F,SURRES010DEL03,21,4.6,21.17106,72.789292,21.20106,72.819292,Buffet ,3,4.560961191343599,18
6F7F,PUNERES12DEL02,22,4.1,18.520016,73.830547,18.650016,73.960547,Drinks ,3,19.917038235830073,39
54FD,BANGRES17DEL01,25,4.7,12.972532,77.608179,13.012532,77.648179,Meal ,2,6.210141144622587,23
9935,JAPRES06DEL02,29,4.6,26.911927,75.797282,26.961927,75.847282,Snack ,3,7.448363764234237,11
DD0A,KNPRES02DEL01,36,4.9,26.471617,80.313564,26.481617,80.323564,Buffet ,3,1.492347495243951,28
5CEF,HYDRES010DEL01,23,4.8,17.428294,78.404423,17.438294,78.414423,Drinks ,3,1.536842088254878,18
96F3,INDORES07DEL03,32,4.1,22.722634,75.886959,22.812634,75.976959,Meal ,2,13.612594236925654,49
8A99,MYSRES010DEL03,30,4.7,12.321214,76.621094,12.381214,76.681094,Buffet ,3,9.326651352175272,33
9969,RANCHIRES16DEL01,36,4.6,23.371292,85.327872,23.481292,85.437872,Meal ,1,16.600272418856072,25
540,RANCHIRES07DEL01,28,4.9,23.359407,85.325055,23.469407,85.435055,Meal ,2,16.60095424935038,26
D05E,DEHRES16DEL01,38,4.8,30.342509,78.061187,30.382509,78.101187,Drinks ,3,5.8746303286071795,19
50000000000000004410680702653211320350932992,BANGRES05DEL03,27,4.6,12.970324,77.645748,13.000324,77.675748,Snack ,3,4.657671710224878,18
8A55,JAPRES09DEL02,37,4.2,26.911378,75.789034,26.961378,75.839034,Drinks ,2,7.448379823536196,31
6F24,RANCHIRES11DEL03,37,4.8,23.359194,85.325447,23.419194,85.385447,Snack ,2,9.055855161965923,34
48AF,HYDRES08DEL02,22,4.9,17.438263,78.397865,17.518263,78.477865,Drinks ,3,12.293290453033773,34
E0C3,LUDHRES03DEL03,29,4.8,30.88722,75.804893,30.91722,75.834893,Buffet ,1,4.395530071409622,11
20D5,JAPRES09DEL03,32,4.5,26.911378,75.789034,27.051378,75.929034,Snack ,3,20.851771383105145,26
B99A,JAPRES17DEL03,31,4.2,26.892312,75.806896,26.982312,75.896896,Buffet ,2,13.407033668284814,39
200000000000000008675459394923837214658058664990387862358354757867223362577936222188264751104,BANGRES13DEL02,33,4.7,12.935662,77.61413,12.985662,77.66413,Meal ,1,7.763161028493024,32
5C90,INDORES17DEL02,38,4.1,22.761226,75.887522,22.841226,75.967522,Drinks ,2,12.098714903153645,39
3C7F,MYSRES09DEL03,22,5.0,12.323194,76.630583,12.383194,76.690583,Meal ,2,9.326616887755375,21
C130,DEHRES05DEL03,33,4.6,30.346994,78.062543,30.406994,78.122543,Buffet ,2,8.811388218295335,10
BB98,INDORES02DEL02,22,4.9,22.651847,75.881991,22.701847,75.931991,Drinks ,2,7.564859910416516,29
